一	yī
信箱	xìnxiāng
信誉	xìnyù
信贷	xìndài
信赖	xìnlài
俩	liǎ
修	xiū
修养	xiūyǎng
修剪	xiūjiǎn
修复	xiūfù
修女	xiūnǚ
修建	xiūjiàn
修改	xiūgǎi
修正	xiūzhèng
修理	xiūlǐ
修筑	xiūzhú
修行	xiūxíng
修补	xiūbǔ
修订	xiūdìng
修路	xiūlù
修车	xiūchē
修长	xiūcháng
修饰	xiūshì
俯首	fǔshǒu
俱	jù
俱乐部	jùlèbù
俱全	jùquán
倍	bèi
倍数	bèishù
倒	dào
倒下	dǎoxià
倒卖	dǎomài
倒塌	dǎotā
倒数	dàoshǔ
倒是	dǎoshì
倒楣	dăoméi
倒计时	dàojìshí
倒车	dàochē
倒闭	dǎobì
倒霉	dǎoméi
倔	jué
倔强	juéjiàng
倘若	tǎngruò
候选人	hòuxuǎnrén
倚	yǐ
借	jiè
借助	jièzhù
借口	jièkǒu
借机	jièjī
借条	jiètiáo
借用	jièyòng
借由	jièyóu
借贷	jièdài
借鉴	jièjiàn
倡导	chàngdǎo
倡议	chàngyì
债	zhài
债务	zhàiwù
值	zhí
值得	zhíde
值班	zhíbān
值钱	zhíqián
倾向	qīngxiàng
倾听	qīngtīng
倾家荡产	qīngjiādàngchǎn
倾斜	qīngxié
倾诉	qīngsù
倾销	qīngxiāo
假	jiǎ
假使	jiǎshǐ
假冒	jiǎmào
假如	jiǎrú
假定	jiǎdìng
假想	jiǎxiǎng
假日	jiàrì
假期	jiàqī
假若	jiăruò
假装	jiǎzhuāng
假设	jiǎshè
假象	jiăxiàng
偏	piān
偏偏	piānpiān
偏僻	piānpì
偏向	piānxiàng
偏好	piānhào
偏差	piānchā
偏方	piānfāng
偏爱	piānài
偏离	piānlí
偏见	piānjiàn
偏远	piānyuǎn
偏食	piānshí
做	zuò
做事	zuòshì
做人	zuòrén
做到	zuòdào
做官	zuòguān
做客	zuòkè
做梦	zuòmèng
做法	zuòfǎ
做生意	zuòshēngyì
做证	zuòzhèng
做饭	zuòfàn
停	tíng
停下	tíngxià
停业	tíngyè
停放	tíngfàng
停止	tíngzhǐ
停泊	tíngbó
停滞	tíngzhì
停电	tíngdiàn
停留	tíngliú
停车	tíngchē
停车位	tíngchēwèi
停车场	tíngchēchǎng
停顿	tíngdùn
健全	jiànquán
健壮	jiànzhuàng
健康	jiànkāng
健美	jiànměi
健身	jiànshēn
健身房	jiànshēnfáng
偶像	ǒuxiàng
偶尔	ǒuěr
偶然	ǒurán
偶而	ŏuér
偷	tōu
偷偷	tōutōu
偷懒	tōulǎn
偷渡	tōudù
偷看	tōukàn
偷窃	tōuqiè
偷窥	tōukuī
偷袭	tōuxí
偿还	chánghuán
傍晚	bàngwǎn
储备	chǔbèi
储存	chǔcún
储蓄	chǔxù
催	cuī
催促	cuīcù
催眠	cuīmián
傲	ào
傲慢	àomàn
傻	shǎ
傻瓜	shǎguā
傻笑	shǎxiào
像	xiàng
像样	xiàngyàng
僧人	sēngrén
僵	jiāng
僵化	jiānghuà
僵局	jiāngjú
僵硬	jiāngyìng
僻静	pìjìng
儒学	rúxué
儒家	rújiā
儿女	érnǚ
儿子	érzi
儿科	érkē
儿童	értóng
允许	yǔnxǔ
元	yuán
元宵节	yuánxiāojié
元旦	yuándàn
元气	yuánqì
元素	yuánsù
元老	yuánlǎo
元首	yuánshǒu
兄弟	xiōngdì
兄长	xiōngzhǎng
充	chōng
充分	chōngfèn
充实	chōngshí
充当	chōngdāng
充斥	chōngchì
充沛	chōngpèi
充满	chōngmǎn
充电	chōngdiàn
充电器	chōngdiànqì
充裕	chōngyù
充足	chōngzú
兆头	zhàotou
先	xiān
先例	xiānlì
先前	xiānqián
先后	xiānhòu
先天	xiāntiān
先生	xiānshēng
先行	xiānxíng
先进	xiānjìn
先锋	xiānfēng
先驱	xiānqū
光	guāng
光临	guānglín
光亮	guāngliàng
光彩	guāngcǎi
光明	guāngmíng
光明磊落	guāngmínglěiluò
光是	guāngshì
光泽	guāngzé
光滑	guānghuá
光环	guānghuán
光盘	guāngpán
光碟	guāngdié
光线	guāngxiàn
光缆	guānglǎn
光芒	guāngmáng
光荣	guāngróng
光辉	guānghuī
光阴	guāngyīn
光顾	guānggù
克	kè
克制	kèzhì
克服	kèfú
克隆	kèlóng
免	miǎn
免不了	miǎnbùliǎo
免于	miǎnyú
免得	miǎnde
免疫	miǎnyì
免税	miănshuì
免职	miǎnzhí
免费	miǎnfèi
免除	miǎnchú
兑换	duìhuàn
兑现	duìxiàn
兔	tù
兔(子)	tù
党	dǎng
党员	dăngyuán
党派	dăngpài
兜	dōu
兜儿	dōuér
兜售	dōushòu
兢兢业业	jīngjīngyèyè
入	rù
入世	rùshì
入侵	rùqīn
入关	rùguān
入口	rùkǒu
入围	rùwéi
入场	rùchǎng
入场券	rùchǎngquàn
入境	rùjìng
入学	rùxué
入狱	rùyù
入睡	rùshuì
入超	rùchāo
入选	rùxuǎn
入门	rùmén
全	quán
全世界	quánshìjiè
全体	quántǐ
全力	quánlì
全力以赴	quánlìyǐfù
全国	quánguó
全场	quánchǎng
全家	quánjiā
全局	quánjú
全年	quánnián
全心全意	quánxīnquányì
全文	quánwén
全新	quánxīn
全方位	quánfāngwèi
全权	quánquán
全球	quánqiú
全盘	quánpán
全神贯注	quánshénguànzhù
全程	quánchéng
全能	quánnéng
全身	quánshēn
全部	quánbù
全都	quándōu
全长	quánzhǎng
全集	quánjí
全面	quánmiàn
八	bā
八卦	bāguà
八字	bāzì
公	gōng
公主	gōngzhǔ
公事	gōngshì
公交车	gōngjiāochē
公仆	gōngpú
公众	gōngzhòng
公会	gōnghuì
公债	gōngzhài
公元	gōngyuán
公克	gōngkè
公公	gōnggōng
公共	gōnggòng
公共场所	gōnggòngchǎngsuǒ
公共汽车	gōnggòngqìchē
公关	gōngguān
公函	gōnghán
公分	gōngfēn
公务	gōngwù
公务员	gōngwùyuán
公司	gōngsī
公告	gōnggào
公园	gōngyuán
公墓	gōngmù
公子	gōngzǐ
公安	gōngān
公安局	gōngānjú
公寓	gōngyù
公尺	gōngchĭ
公布	gōngbù
公平	gōngpíng
公开	gōngkāi
公开信	gōngkāixìn
公式	gōngshì
公投	gōngtóu
公文	gōngwén
公斤	gōngjīn
公款	gōngkuǎn
公正	gōngzhèng
公民	gōngmín
公然	gōngrán
公用	gōngyòng
公益	gōngyì
公益性	gōngyìxìng
公示	gōngshì
公积金	gōngjījīn
公立	gōnglì
公约	gōngyuē
公职	gōngzhí
公认	gōngrèn
公证	gōngzhèng
公费	gōngfèi
公路	gōnglù
公车	gōngchē
公道	gōngdào
公里	gōnglǐ
公顷	gōngqǐng
公鸡	gōngjī
六	liù
共	gòng
共事	gòngshì
共产	gòngchăn
共享	gòngxiǎng
共同	gòngtóng
共同体	gòngtóngtǐ
共和	gònghé
共和国	gònghéguó
共存	gòngcún
共性	gòngxìng
共有	gòngyǒu
共计	gòngjì
共识	gòngshí
共通	gòngtōng
共鸣	gòngmíng
关	guān
关上	guānshàng
关于	guānyú
关切	guānqiè
关卡	guānkǎ
关头	guāntóu
关心	guānxīn
关怀	guānhuái
关掉	guāndiào
关机	guānjī
关注	guānzhù
关照	guānzhào
关爱	guānài
关税	guānshuì
关系	guānxì
关联	guānlián
关节	guānjié
关连	guānlián
关键	guānjiàn
关闭	guānbì
兴奋	xīngfèn
兴奋剂	xīngfènjì
兴建	xīngjiàn
兴旺	xīngwàng
兴致	xìngzhì
兴起	xīngqǐ
兴起2	xìngqǐ
兴趣	xìngqù
兴隆	xīnglóng
兴高采烈	xìnggāocǎiliè
兵	bīng
兵马	bīngmǎ
其	qí
其中	qízhōng
其他	qítā
其余	qíyú
其后	qíhòu
其实	qíshí
其次	qícì
其间	qíjiān
具	jù
具体	jùtǐ
具备	jùbèi
具有	jùyǒu
典型	diǎnxíng
典礼	diǎnlǐ
典范	diǎnfàn
典雅	diănyă
兹	zī
养	yǎng
养分	yăngfèn
养成	yǎngchéng
养殖	yǎngzhí
养活	yǎnghuó
养生	yǎngshēng
养老	yǎnglǎo
养老金	yǎnglǎojīn
养老院	yǎnglǎoyuàn
养育	yăngyù
兼	jiān
兼任	jiānrèn
兼具	jiānjù
兼容	jiānróng
兼职	jiānzhí
兼顾	jiāngù
内	nèi
内侧	nèicè
内向	nèixiàng
内在	nèizài
内地	nèidì
内外	nèiwài
内存	nèicún
内容	nèiróng
内幕	nèimù
内建	nèijiàn
内心	nèixīn
内情	nèiqíng
内战	nèizhàn
内政	nèizhèng
内涵	nèihán
内科	nèikē
内脏	nèizàng
内行	nèiháng
内衣	nèiyī
内部	nèibù
内销	nèixiāo
内阁	nèigé
内需	nèixū
册	cè
再	zài
再三	zàisān
再也	zàiyě
再度	zàidù
再次	zàicì
再现	zàixiàn
再生	zàishēng
再者	zàizhě
再见	zàijiàn
再说	zàishuō
冒	mào
冒充	màochōng
冒昧	màomèi
冒烟	màoyān
冒犯	màofàn
冒险	màoxiǎn
冗长	rǒngcháng
写	xiě
写作	xiězuò
写字台	xiězìtái
写字楼	xiězìlóu
写实	xiěshí
写照	xiězhào
军	jūn
军事	jūnshì
军人	jūnrén
军备	jūnbèi
军官	jūnguān
军师	jūnshī
军舰	jūnjiàn
军阀	jūnfá
军队	jūnduì
农业	nóngyè
农产品	nóngchǎnpǐn
农作物	nóngzuòwù
农具	nóngjù
农历	nónglì
农场	nóngchǎng
农村	nóngcūn
农民	nóngmín
农民工	nóngmíngōng
农田	nóngtián
农药	nóngyào
冠军	guànjūn
冤	yuān
冤大头	yuāndàtóu
冤枉	yuānwǎng
冥想	míngxiăng
冬天	dōngtiān
冬季	dōngjì
冰	bīng
冰块	bīngkuài
冰山	bīngshān
冰棍儿	bīnggùnér
冰淇淋	bīngqílín
冰箱	bīngxiāng
冰雪	bīngxuě
冲	chōng
冲2	chòng
冲击	chōngjī
冲刺	chōngcì
冲动	chōngdòng
冲天	chōngtiān
冲撞	chōngzhuàng
冲洗	chōngxǐ
冲浪	chōnglàng
冲淡	chōngdàn
冲突	chōngtū
决	jué
决不	juébù
决定	juédìng
决心	juéxīn
决战	juézhàn
决策	juécè
决议	juéyì
决赛	juésài
况且	kuàngqiě
冷	lěng
冷冻	lěngdòng
冷却	lěngquè
冷战	lěngzhàn
冷气	lěngqì
冷气(机)	lěngqì
冷水	lěngshuǐ
冷汗	lěnghàn
冷淡	lěngdàn
冷清	lěngqīng
冷漠	lěngmò
冷笑	lěngxiào
冷落	lěngluò
冷酷	lěngkù
冷酷无情	lěngkùwúqíng
冷门	lěngmén
冷静	lěngjìng
冷饮	lěngyĭn
冻	dòng
冻结	dòngjié
净	jìng
净化	jìnghuà
凄凉	qīliáng
准	zhǔn
准则	zhǔnzé
准备	zhǔnbèi
准时	zhǔnshí
准确	zhǔnquè
准考证	zhŭnkăozhèng
准许	zhǔnxǔ
凉	liáng
凉快	liángkuài
凉水	liángshuǐ
凉爽	liángshuǎng
凉鞋	liángxié
凋零	diāolíng
凌晨	língchén
减	jiǎn
减免	jiǎnmiǎn
减压	jiǎnyā
减少	jiǎnshǎo
减弱	jiǎnruò
减缓	jiǎnhuǎn
减肥	jiǎnféi
减轻	jiǎnqīng
减速	jiǎnsù
凑	còu
凑合	còuhé
凑巧	còuqiǎo
凝固	nínggù
凝结	níngjié
凝聚	níngjù
凝视	níngshì
几	jǐ
几乎	jīhū
几率	jīlǜ
凡	fán
凡是	fánshì
凤	fèng
凤凰	fènghuáng
凭	píng
凭借	píngjiè
凭着	píngzhe
凭证	píngzhèng
凯歌	kǎigē
凳(子)	dèng
凳子	dèngzi
凶	xiōng
凶恶	xiōngè
凶手	xiōngshǒu
凶残	xiōngcán
凶狠	xiōnghěn
凶猛	xiōngměng
凸	tū
凸显	tūxiǎn
凹	āo
出	chū
出丑	chūchǒu
出世	chūshì
出主意	chūzhǔyì
出乎意料	chūhūyìliào
出事	chūshì
出于	chūyú
出产	chūchăn
出人头地	chūréntóudì
出人意料	chūrényìliào
出任	chūrèn
出众	chūzhòng
出入	chūrù
出具	chūjù
出击	chūjí
出力	chūlì
出动	chūdòng
出卖	chūmài
出厂	chūchǎng
出去	chūqù
出发	chūfā
出发点	chūfādiǎn
出口	chūkǒu
出口成章	chūkǒuchéngzhāng
出台	chūtái
出名	chūmíng
出品	chūpĭn
出售	chūshòu
出国	chūguó
出土	chūtǔ
出场	chūchǎng
出境	chūjìng
出声	chūshēng
出头	chūtóu
出奇	chūqí
出嫁	chūjià
出家	chūjiā
出局	chūjú
出山	chūshān
出差	chūchāi
出席	chūxí
出征	chūzhēng
出息	chūxī
出息(˙ㄒㄧ)	chūxi
出手	chūshǒu
出来	chūlái
出毛病	chūmáobìng
出汗	chūhàn
出洋相	chūyángxiàng
出游	chūyóu
出演	chūyǎn
出炉	chūlú
出版	chūbǎn
出版社	chūbǎnshè
出狱	chūyù
出现	chūxiàn
出生	chūshēng
出示	chūshì
出租	chūzū
出租车	chūzūchē
出自	chūzì
出色	chūsè
出血	chūxiě
出行	chūxíng
出访	chūfǎng
出资	chūzī
出走	chūzǒu
出超	chūchāo
出路	chūlù
出身	chūshēn
出道	chūdào
出错	chūcuò
出门	chūmén
出院	chūyuàn
出难题	chūnántí
出面	chūmiàn
出风头	chūfēngtou
出马	chūmă
击	jí
击落	jíluò
函授	hánshòu
凿	záo
刀	dāo
刀(子)	dāo
刀刃	dāorèn
刁难	diāonàn
分	fēn
分为	fēnwéi
分之	fēnzhī
分享	fēnxiǎng
分别	fēnbié
分割	fēngē
分化	fēnhuà
分发	fēnfā
分外	fènwài
分头	fēntóu
分子	fēnzĭ
分家	fēnjiā
分寸	fēncùn
分工	fēngōng
分布	fēnbù
分开	fēnkāi
分心	fēnxīn
分成	fēnchéng
分手	fēnshǒu
分担	fēndān
分支	fēnzhī
分散	fēnsàn
分数	fēnshù
分明	fēnmíng
分析	fēnxī
分校	fēnxiào
分歧	fēnqí
分泌	fēnmì
分派	fēnpài
分离	fēnlí
分类	fēnlèi
分红	fēnhóng
分级	fēnjí
分组	fēnzǔ
分裂	fēnliè
分解	fēnjiě
分贝	fēnbèi
分赃	fēnzāng
分辨	fēnbiàn
分配	fēnpèi
分量	fènliàng
分钟	fēnzhōng
切	qiè
切割	qiēgē
切实	qièshí
切断	qiēduàn
切片	qiēpiàn
切磋	qiēcuō
切记	qièjì
切身	qièshēn
切除	qiēchú
刊物	kānwù
刊登	kāndēng
刊载	kānzài
刑	xíng
刑事	xíngshì
刑法	xíngfǎ
划	huà
划不来	huábùlái
划分	huàfēn
划得来	huádelái
划时代	huàshídài
划算	huásuàn
划船	huáchuán
列	liè
列为	lièwèi
列举	lièjǔ
列入	lièrù
列国	lièguó
列强	lièqiáng
列车	lièchē
则	zé
刚	gāng
刚刚	gānggāng
刚好	gānghǎo
刚强	gāngqiáng
刚才	gāngcái
刚毅	gāngyì
创	chuàng
创业	chuàngyè
创伤	chuāngshāng
创作	chuàngzuò
创办	chuàngbàn
创始人	chuàngshǐrén
创建	chuàngjiàn
创意	chuàngyì
创新	chuàngxīn
创立	chuànglì
创造	chuàngzào
初	chū
初中	chūzhōng
初期	chūqī
初次	chūcì
初步	chūbù
初等	chūděng
初级	chūjí
初衷	chūzhōng
删	shān
删除	shānchú
判	pàn
判决	pànjué
判处	pànchǔ
判定	pàndìng
判断	pànduàn
刨	páo
利	lì
利器	lìqì
利害	lìhài
利弊	lìbì
利息	lìxī
利润	lìrùn
利率	lìlǜ
利用	lìyòng
利益	lìyì
利索	lìsuǒ
别	bié
别人	biérén
别具匠心	biéjùjiàngxīn
别墅	biéshù
别扭	bièniǔ
别提了	biétíle
别的	biéde
别看	biékàn
别致	biézhì
别说	biéshuō
刮	guā
刮风	guāfēng
到	dào
到位	dàowèi
到处	dàochù
到头来	dàotóulái
到底	dàodǐ
到手	dàoshǒu
到期	dàoqī
到来	dàolái
到达	dàodá
制	zhì
制作	zhìzuò
制品	zhìpǐn
制定	zhìdìng
制度	zhìdù
制成	zhìchéng
制服	zhìfú
制止	zhìzhǐ
制约	zhìyuē
制裁	zhìcái
制订	zhìdìng
制造	zhìzào
刷	shuā
刷(子)	shuā
刷卡	shuākă
刷子	shuāzi
刷新	shuāxīn
刷牙	shuāyá
券	quàn
刹(ㄕㄚ)车	shāchē
刹车	shāchē
刺	cì
刺杀	cìshā
刺激	cìjī
刺痛	cìtòng
刺绣	cìxiù
刺耳	cìěr
刺骨	cìgǔ
刻	kè
刻划	kèhuà
刻意	kèyì
刻板	kèbǎn
刻画	kèhuà
刻舟求剑	kèzhōuqiújiàn
刻苦	kèkǔ
刻薄	kèbó
剂	jì
剂量	jìliàng
剃	tì
削	xuē
削减	xuèjiăn
削弱	xuēruò
前	qián
前(面)	qián
前不久	qiánbùjiǔ
前人	qiánrén
前仰后合	qiányǎnghòuhé
前任	qiánrèn
前倾	qiánqīng
前台	qiántái
前后	qiánhòu
前夕	qiánxī
前天	qiántiān
前头	qiántou
前年	qiánnián
前往	qiánwǎng
前所未有	qiánsuǒwèiyǒu
前提	qiántí
前方	qiánfāng
前无古人	qiánwúgǔrén
前景	qiánjǐng
前期	qiánqī
前来	qiánlái
前沿	qiányán
前科	qiánkē
前程	qiánchéng
前线	qiánxiàn
前者	qiánzhě
前言	qiányán
前赴后继	qiánfùhòujì
前身	qiánshēn
前辈	qiánbèi
前边	qiánbiān
前进	qiánjìn
前述	qiánshù
前途	qiántú
前院	qiányuàn
前面	qiánmiàn
前额	qiáné
剑	jiàn
剔除	tīchú
剥	bō
剥削	bōxuē
剥夺	bōduó
剧	jù
剧团	jùtuán
剧场	jùchǎng
剧情	jùqíng
剧本	jùběn
剧烈	jùliè
剧目	jùmù
剧组	jùzǔ
剧院	jùyuàn
剩	shèng
剩下	shèngxià
剩余	shèngyú
剪	jiǎn
剪刀	jiǎndāo
剪子	jiǎnzi
剪接	jiǎnjiē
副	fù
副作用	fùzuòyòng
割	gē
劈	pī
力	lì
力不从心	lìbùcóngxīn
力争	lìzhēng
力学	lìxué
力度	lìdù
力所能及	lìsuǒnéngjí
力气	lìqì
力求	lìqiú
力行	lìxíng
力道	lìdào
力量	lìliàng
劝	quàn
劝告	quàngào
劝导	quàndăo
劝说	quànshuō
劝阻	quànzǔ
办	bàn
办不到	bànbúdào
办事	bànshì
办事处	bànshìchù
办公	bàngōng
办公室	bàngōngshì
办学	bànxué
办案	bànàn
办法	bànfǎ
办理	bànlǐ
功	gōng
功利	gōnglì
功力	gōnglì
功劳	gōngláo
功名	gōngmíng
功夫	gōngfu
功底	gōngdǐ
功效	gōngxiào
功率	gōnglǜ
功能	gōngnéng
功臣	gōngchén
功课	gōngkè
加	jiā
加上	jiāshàng
加以	jiāyǐ
加入	jiārù
加剧	jiājù
加工	jiāgōng
加强	jiāqiáng
加快	jiākuài
加油	jiāyóu
加油站	jiāyóuzhàn
加深	jiāshēn
加热	jiārè
加班	jiābān
加盟	jiāméng
加码	jiāmǎ
加紧	jiājǐn
加薪	jiāxīn
加速	jiāsù
加重	jiāzhòng
务实	wùshí
务必	wùbì
劣势	lièshì
劣质	lièzhì
动	dòng
动不动	dòngbùdòng
动乱	dòngluàn
动产	dòngchăn
动人	dòngrén
动作	dòngzuò
动力	dònglì
动向	dòngxiàng
动听	dòngtīng
动员	dòngyuán
动工	dònggōng
动弹	dòngtán
动态	dòngtài
动感	dònggǎn
动手	dòngshǒu
动摇	dòngyáo
动机	dòngjī
动物	dòngwù
动物园	dòngwùyuán
动用	dòngyòng
动画	dònghuà
动画片	dònghuàpiàn
动线	dòngxiàn
动脉	dòngmài
动荡	dòngdàng
动词	dòngcí
动身	dòngshēn
动静	dòngjìng
助	zhù
助人	zhùrén
助威	zhùwēi
助手	zhùshǒu
助教	zhùjiào
助理	zhùlǐ
助益	zhùyì
助长	zhùzhǎng
努力	nǔlì
劫	jié
劫持	jiéchí
励志	lìzhì
劲	jìn
劲头	jìntóu
劳力	láolì
劳务	láowù
劳动	láodòng
劳动力	láodònglì
劳工	láogōng
劳改	láogăi
劳累	láolèi
势不可当	shìbùkědāng
势力	shìlì
势头	shìtou
势必	shìbì
勇于	yǒngyú
勇士	yǒngshì
勇往直前	yǒngwǎngzhíqián
勇敢	yǒnggǎn
勇气	yǒngqì
勉强	miǎnqiǎng
勋章	xūnzhāng
勒	lēi
勒索	lèsuŏ
勘探	kāntàn
募捐	mùjuān
募款	mùkuǎn
募集	mùjí
勤劳	qínláo
勤奋	qínfèn
勤工俭学	qíngōngjiǎnxué
勤快	qínkuài
勺	sháo
勾	gōu
勾画	gōuhuà
勾结	gōujié
勿	wù
包	bāo
包含	bāohán
包围	bāowéi
包子	bāozi
包容	bāoróng
包扎	bāozā
包括	bāokuò
包袱	bāofú
包装	bāozhuāng
包裹	bāoguǒ
匆匆	cōngcōng
匆忙	cōngmáng
化	huà
化妆	huàzhuāng
化妆品	huàzhuāngpĭn
化学	huàxué
化工	huàgōng
化石	huàshí
化纤	huàxiān
化肥	huàféi
化装	huàzhuāng
化解	huàjiě
化身	huàshēn
化险为夷	huàxiǎnwéiyí
化验	huàyàn
北	běi
北京	běijīng
北方	běifāng
北极	běijí
北边	běibiān
北部	běibù
匮乏	kuìfá
匹	pǐ
匹配	pǐpèi
区	qū
区分	qūfēn
区别	qūbié
区区	qūqū
区域	qūyù
区隔	qūgé
医	yī
医务	yīwù
医学	yīxué
医护	yīhù
医术	yīshù
医生	yīshēng
医疗	yīliáo
医药	yīyào
医院	yīyuàn
匾额	biăné
匿名	nìmíng
十	shí
十分	shífēn
十字架	shízìjià
十字路口	shízìlùkǒu
十足	shízú
千	qiān
千万	qiānwàn
千克	qiānkè
千军万马	qiānjūnwànmǎ
千变万化	qiānbiànwànhuà
千古	qiāngǔ
千家万户	qiānjiāwànhù
千方百计	qiānfāngbǎijì
千辛万苦	qiānxīnwànkǔ
千金	qiānjīn
千钧一发	qiānjūnyīfà
升	shēng
升值	shēngzhí
升学	shēngxué
升官	shēngguān
升温	shēngwēn
升级	shēngjí
升迁	shēngqiān
升高	shēnggāo
午睡	wǔshuì
午餐	wǔcān
午饭	wǔfàn
半	bàn
半信半疑	bànxìnbànyí
半决赛	bànjuésài
半场	bànchǎng
半夜	bànyè
半天	bàntiān
半导体	bàndăotĭ
半岛	bàndǎo
半年	bànnián
半数	bànshù
半真半假	bànzhēnbànjiǎ
半路	bànlù
半边天	bànbiāntiān
半途而废	bàntúérfèi
华丽	huálì
华人	huárén
华侨	huáqiáo
华裔	huáyì
华语	huáyǔ
协会	xiéhuì
协作	xiézuò
协办	xiébàn
协助	xiézhù
协同	xiétóng
协商	xiéshāng
协定	xiédìng
协议	xiéyì
协议书	xiéyìshū
协调	xiétiáo
卑鄙	bēibǐ
卓越	zhuóyuè
单	dān
单(子)	dān
单一	dānyī
单亲	dānqīn
单价	dānjià
单位	dānwèi
单元	dānyuán
单单	dāndān
单打	dāndǎ
单据	dānjù
单方面	dānfāngmiàn
单独	dāndú
单纯	dānchún
单薄	dānbó
单行道	dānxíngdào
单调	dāndiào
单身	dānshēn
单边	dānbiān
卖	mài
卖命	màimìng
卖座	màizuò
卖弄	màinòng
南	nán
南北	nánběi
南方	nánfāng
南极	nánjí
南极洲	nánjízhōu
南瓜	nánguā
南边	nánbiān
南部	nánbù
博士	bóshì
博客	bókè
博物院	bówùyuàn
博物馆	bówùguǎn
博览会	bólǎnhuì
占	zhàn
占卜	zhānbǔ
占据	zhànjù
占有	zhànyǒu
占用	zhànyòng
占领	zhànlǐng
卡	kǎ
卡子	qiǎzi
卡片	kǎpiàn
卡车	kǎchē
卡通	kǎtōng
卤味	lǔwèi
卧	wò
卧室	wòshì
卧床	wòchuáng
卧房	wòfáng
卧病	wòbìng
卧铺	wòpù
卫星	wèixīng
卫生	wèishēng
卫生纸	wèishēngzhĭ
卫生间	wèishēngjiān
卫视	wèishì
印	yìn
印刷	yìnshuā
印刷术	yìnshuāshù
印章	yìnzhāng
印证	yìnzhèng
印象	yìnxiàng
危及	wēijí
危害	wēihài
危急	wēijí
危机	wēijī
危险	wēixiǎn
即	jí
即位	jíwèi
即使	jíshǐ
即便	jíbiàn
即刻	jíkè
即可	jíkě
即将	jíjiāng
即日	jírì
即时	jíshí
却	què
却是	quèshì
卵	luǎn
卷	juǎn
卷入	juǎnrù
卷子	juǎnzi
卸	xiè
厂	chǎng
厂商	chǎngshāng
厂家	chǎngjiā
厂长	chǎngzhǎng
厄运	èyùn
厅	tīng
历代	lìdài
历任	lìrèn
历史	lìshǐ
历届	lìjiè
历年	lìnián
历时	lìshí
历来	lìlái
历程	lìchéng
历练	lìliàn
历经	lìjīng
厉声	lìshēng
厉害	lìhài
压	yā
压低	yādī
压倒	yādǎo
压制	yāzhì
压力	yālì
压岁钱	yāsuìqián
压抑	yāyì
压缩	yāsuō
压迫	yāpò
厌倦	yànjuàn
厌恶	yànwù
厌烦	yànfán
厕所	cèsuǒ
厘米	límǐ
厚	hòu
厚度	hòudù
厚道	hòudào
原	yuán
原住民	yuánzhùmín
原先	yuánxiān
原则	yuánzé
原则上	yuánzéshàng
原创	yuánchuàng
原告	yuángào
原因	yuányīn
原地	yuándì
原型	yuánxíng
原始	yuánshǐ
原子	yuánzĭ
原子弹	yuánzĭdàn
原子笔	yuánzĭbĭ
原形	yuánxíng
原文	yuánwén
原料	yuánliào
原有	yuányǒu
原本	yuánběn
原材料	yuáncáiliào
原来	yuánlái
原汁原味	yuánzhīyuánwèi
原状	yuánzhuàng
原理	yuánlǐ
原著	yuánzhù
原装	yuánzhuāng
原谅	yuánliàng
原野	yuányě
厨师	chúshī
